Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquiry Calls,Num Calls State Helpline,Source1,,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
30/04/2020,Meghalaya,1595,Tested,12,1433,49,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,https://t.me/indiacovid/3660?single,0.75%,4.02,4018,133,3224000
01/05/2020,Meghalaya,,Tested,,,,,,,,,,,,,,,,,,,,3224000
02/05/2020,Meghalaya,1707,Tested,12,1655,40,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,0.70%,4.30,4300,142,3224000
03/05/2020,Meghalaya,,,,,,,,,,,,,,,,,,,,,,3224000
04/05/2020,Meghalaya,1884,Tested,12,1782,90,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,0.64%,4.75,4746,157,3224000
05/05/2020,Meghalaya,1944,Tested,12,1822,110,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,,0.62%,4.90,4897,162,3224000
06/05/2020,Meghalaya,,,,,,,,,,,,,,,,,,,,,,3224000
07/05/2020,Meghalaya,2054,Tested,12,1967,,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,,0.58%,5.17,5174,171,3224000
08/05/2020,Meghalaya,,,,,,,,,,,,,,,,,,,,,,3224000
09/05/2020,Meghalaya,2287,Tested,12,2178,96,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,,0.52%,5.76,5761,191,3224000
10/05/2020,Meghalaya,2287,Tested,13,2178,96,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,,0.57%,5.76,5761,176,3224000
11/05/2020,Meghalaya,2480,Tested,13,2342,125,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm,,,0.52%,6.25,6247,191,3224000
12/05/2020,Meghalaya,,,,,,,,,,,,,,,,,,,,,,3224000
15/05/2020,Meghalaya,2712,Tested,13,2597,102,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/21,,http://meghalayaonline.gov.in/covid/login.htm,0.48%,6.83,6831,209,3224000
18/05/2020,Meghalaya,2896,Tested,13,,,,,,,,29,20,,,https://t.me/Covid19india_Auxiliary_Test_Data/52,,https://corona.meghalayagov.in/,0.45%,7.29,7295,223,3224000
19/05/2020,Meghalaya,3104,Tested,13,,,,,,,,29,20,,,https://t.me/Covid19india_Auxiliary_Test_Data/65,,https://corona.meghalayagov.in/,0.42%,7.82,7819,239,3224000
20/05/2020,Meghalaya,3419,Tested,13,,,,,,,,29,20,,,https://t.me/Covid19india_Auxiliary_Test_Data/82,,https://corona.meghalayagov.in/,0.38%,8.61,8612,263,3224000
21/05/2020,Meghalaya,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,Mizoram,58,Samples Collected,1,0,0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-642020,,,1.72%,0.15,146,58,1192000
07/04/2020,Mizoram,58,Samples Collected,1,0,0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-742020,,,1.72%,0.15,146,58,1192000
08/04/2020,Mizoram,74,Samples Collected,1,,0,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-842020,,,1.35%,0.19,186,74,1192000
09/04/2020,Mizoram,84,Samples Collected,1,,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-942020,,,1.19%,0.21,212,84,1192000
12/04/2020,Mizoram,87,Samples Collected,1,,,,238,Facility,,,,,,,https://health.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-date-1142020,,,1.15%,0.22,219,87,1192000
13/04/2020,Mizoram,89,Samples Collected,1,,,,,,,,,,,,https://t.me/indiacovid/2218,,,1.12%,0.22,224,89,1192000
14/04/2020,Mizoram,91,Samples Collected,1,,,,253,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1442020,,,1.10%,0.23,229,91,1192000
15/04/2020,Mizoram,94,Samples Collected,1,,,,253,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1542020,,,1.06%,0.24,237,94,1192000
16/04/2020,Mizoram,94,Samples Collected,1,,,,253,Facility,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1642020,,,1.06%,0.24,237,94,1192000
18/04/2020,Mizoram,102,Samples Collected,1,,,,253,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1842020,,,0.98%,0.26,257,102,1192000
19/04/2020,Mizoram,116,Samples Collected,1,,,,253,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1942020,,,0.86%,0.29,292,116,1192000
20/04/2020,Mizoram,132,Samples Collected,1,,,,253,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2042020,,,0.76%,0.33,332,132,1192000
21/04/2020,Mizoram,135,Samples Collected,1,,,,,,,,,,,,https://t.me/indiacovid/2898?single,,,0.74%,0.34,340,135,1192000
22/04/2020,Mizoram,135,Samples Collected,1,,,,253,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2242020,,,0.74%,0.34,340,135,1192000
23/04/2020,Mizoram,137,Samples Collected,1,,,,253,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2342020,,,0.73%,0.35,345,137,1192000
26/04/2020,Mizoram,146,Samples Collected,1,,,,253,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2642020,,,0.68%,0.37,368,146,1192000
27/04/2020,Mizoram,146,Samples Collected,1,,,,253,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2742020,,,0.68%,0.37,368,146,1192000
28/04/2020,Mizoram,158,Samples Collected,1,,,,253,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2842020,,,0.63%,0.40,398,158,1192000
29/04/2020,Mizoram,179,Samples Collected,1,,,,253,Facility,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2942020,,,0.56%,0.45,451,179,1192000
30/04/2020,Mizoram,180,Samples Collected,1,,,,253,Facility,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-3042020,,,0.56%,0.45,453,180,1192000
01/05/2020,Mizoram,180,Samples Collected,1,,,,794,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-3042020-500pm-152020-500-pm,,,0.56%,0.45,453,180,1192000
02/05/2020,Mizoram,183,Samples Collected,1,,,,1142,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-152020-500pm-252020-500-pm,,,0.55%,0.46,461,183,1192000
03/05/2020,Mizoram,183,Samples Collected,1,,,,1878,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-252020-500pm-352020-500-pm,,,0.55%,0.46,461,183,1192000
04/05/2020,Mizoram,183,Samples Collected,1,,,,1949,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-352020-500pm-452020-500-pm,,,0.55%,0.46,461,183,1192000
05/05/2020,Mizoram,188,Samples Collected,1,,,,2045,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-452020-500pm-552020-500-pm,,,0.53%,0.47,474,188,1192000
06/05/2020,Mizoram,195,Samples Collected,1,,,,2111,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-552020-500pm-652020-500-pm,,,0.51%,0.49,491,195,1192000
07/05/2020,Mizoram,197,Samples Collected,1,,,,2137,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-652020-500pm-752020-500-pm,,,0.51%,0.50,496,197,1192000
08/05/2020,Mizoram,199,Samples Collected,1,,,,2161,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-752020-500pm-852020-500-pm,,,0.50%,0.50,501,199,1192000
09/05/2020,Mizoram,201,Samples Collected,1,,,,2161,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-852020-500pm-952020-500-pm,,,0.50%,0.51,506,201,1192000
10/05/2020,Mizoram,201,Samples Collected,1,,,,2161,Facility,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-952020-500pm-1052020-500-pm,,,0.50%,0.51,506,201,1192000
11/05/2020,Mizoram,206,Samples Collected,1,,,,2229,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1052020-500pm-1152020-500-pm,,,0.49%,0.52,519,206,1192000
12/05/2020,Mizoram,224,Samples Collected,1,,,,2259,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1152020-500pm-1252020-500-pm,,,0.45%,0.56,564,224,1192000
13/05/2020,Mizoram,224,Samples Collected,1,,,,2273,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1252020-500pm-1352020-500-pm,,,0.45%,0.56,564,224,1192000
14/05/2020,Mizoram,273,Samples Collected,1,,,,2311,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1352020-500pm-1452020-500-pm,,,0.37%,0.69,688,273,1192000
15/05/2020,Mizoram,273,Samples Collected,1,,,,2350,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1452020-500pm-1552020-500-pm,,,0.37%,0.69,688,273,1192000
16/05/2020,Mizoram,282,Samples Collected,1,,,,2875,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1552020-500pm-1652020-500-pm,,,0.35%,0.71,710,282,1192000
17/05/2020,Mizoram,282,Samples Collected,1,,,,2875,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1652020-500pm-1752020-500-pm,,,0.35%,0.71,710,282,1192000
18/05/2020,Mizoram,301,Samples Collected,1,,,,3216,Facility,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-18052020,,,0.33%,0.76,758,301,1192000
19/05/2020,Mizoram,313,Samples Collected,1,,,,3222,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1852020-500pm-1952020-500-pm,,,0.32%,0.79,788,313,1192000
20/05/2020,Mizoram,315,Samples Collected,1,,,,3251,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1952020-500pm-2052020-500-pm,,,0.32%,0.79,793,315,1192000
21/05/2020,Mizoram,320,Samples Collected,1,,,,3373,Facility,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2052020-500pm-2152020-500-pm,,,,,,,
06/04/2020,Nagaland,60,Samples Sent,0,47,13,,,,,489,,70,,,http://morungexpress.com/nagaland-covid-19-update-2,,,0.00%,0.15,151,,2150000
10/04/2020,Nagaland,70,Samples Sent,0,69,1,,20,Facility,,,,,,,http://morungexpress.com/nagaland-covid-19-update-4,,,0.00%,0.18,176,,2150000
11/04/2020,Nagaland,70,Samples Sent,0,70,,,22,Facility,,,,,,,http://morungexpress.com/nagaland-covid-19-update-5,,,0.00%,0.18,176,,2150000
12/04/2020,Nagaland,74,Samples Sent,0,70,4,,28,Facility,,,,,,,http://morungexpress.com/nagaland-covid-19-update-6,,,0.00%,0.19,186,,2150000
13/04/2020,Nagaland,,Samples Sent,,,,,,,,,,,,,,,,,,,,2150000
14/04/2020,Nagaland,174,Samples Sent,0,97,77,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.44,438,,2150000
15/04/2020,Nagaland,184,Samples Sent,0,174,10,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.46,463,,2150000
16/04/2020,Nagaland,,Samples Sent,,,,,,,,,,,,,,,,,,,,2150000
17/04/2020,Nagaland,274,Samples Sent,0,222,48,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.69,690,,2150000
18/04/2020,Nagaland,392,Samples Sent,0,292,100,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.99,987,,2150000
19/04/2020,Nagaland,404,Samples Sent,0,345,59,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,1.02,1018,,2150000
20/04/2020,Nagaland,434,Samples Sent,0,404,30,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,1.09,1093,,2150000
21/04/2020,Nagaland,537,Samples Sent,0,456,81,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,1.35,1353,,2150000
22/04/2020,Nagaland,543,Samples Sent,0,481,62,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,1.37,1368,,2150000
23/04/2020,Nagaland,607,Samples Sent,0,543,64,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,1.53,1529,,2150000
24/04/2020,Nagaland,,Samples Sent,,,,,,,,,,,,,,,,,,,,2150000
25/04/2020,Nagaland,613,Samples Sent,0,607,6,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,1.54,1544,,2150000
26/04/2020,Nagaland,613,Samples Sent,0,613,0,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,1.54,1544,,2150000
27/04/2020,Nagaland,629,Samples Sent,0,613,16,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,1.58,1584,,2150000
28/04/2020,Nagaland,639,Samples Sent,0,620,19,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,1.61,1610,,2150000
29/04/2020,Nagaland,644,Samples Sent,0,631,13,,37,Facility,,381,64,32,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/health-main,0.00%,1.62,1622,,2150000
30/04/2020,Nagaland,653,Samples Sent,0,640,13,,33,Facility,,390,64,35,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/health-main,0.00%,1.64,1645,,2150000
01/05/2020,Nagaland,664,Samples Sent,0,650,14,,29,Facility,,390,64,35,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/health-main,0.00%,1.67,1673,,2150000
02/05/2020,Nagaland,674,Samples Sent,0,661,13,,29,Facility,,390,64,35,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/,0.00%,1.70,1698,,2150000
03/05/2020,Nagaland,684,Samples Sent,0,663,21,,28,Facility,,390,66,35,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/,0.00%,1.72,1723,,2150000
04/05/2020,Nagaland,708,Samples Sent,0,679,29,,28,Facility,,390,66,35,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/health-main,0.00%,1.78,1783,,2150000
05/05/2020,Nagaland,724,Samples Sent,0,771,13,,43,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/health-main,0.00%,1.82,1824,,2150000
06/05/2020,Nagaland,763,Samples Sent,0,712,51,,80,Facility,,390,66,34,,,https://twitter.com/HealthNagaland/status/1258019443202052158,,https://covid19.nagaland.gov.in/health-main,0.00%,1.92,1922,,2150000
07/05/2020,Nagaland,786,Samples Sent,0,728,58,,77,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/health-main,0.00%,1.98,1980,,2150000
08/05/2020,Nagaland,805,Samples Sent,0,775,30,,77,Facility,,390,66,34,,,https://t.me/indiacovid/4317,,https://covid19.nagaland.gov.in/health-main,0.00%,2.03,2028,,2150000
09/05/2020,Nagaland,848,Samples Sent,0,786,62,,93,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/health-main,0.00%,2.14,2136,,2150000
10/05/2020,Nagaland,862,Samples Sent,0,806,56,,98,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/health-main,0.00%,2.17,2171,,2150000
11/05/2020,Nagaland,875,Samples Sent,0,848,27,,112,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/health-main,0.00%,2.20,2204,,2150000
12/05/2020,Nagaland,882,Samples Sent,0,872,10,,86,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/health-main,0.00%,2.22,2222,,2150000
13/05/2020,Nagaland,889,Samples Sent,0,872,17,,310,Facility,,390,66,34,,,https://covid19.nagaland.gov.in/,,https://covid19.nagaland.gov.in/health-main,0.00%,2.24,2239,,2150000
14/05/2020,Nagaland,891,Samples Sent,0,873,18,,346,Facility,,390,66,34,,,https://t.me/Covid19india_Auxiliary_Test_Data/3,,https://covid19.nagaland.gov.in/health-main,0.00%,2.24,2244,,2150000
15/05/2020,Nagaland,910,Samples Sent,0,889,21,,978,Facility,,385,66,34,,,https://t.me/Covid19india_Auxiliary_Test_Data/23?single,,https://covid19.nagaland.gov.in/,0.00%,2.29,2292,,2150000
16/05/2020,Nagaland,917,Samples Sent,0,891,26,,1069,Facility,,385,66,34,,,https://t.me/Covid19india_Auxiliary_Test_Data/28?single,,https://covid19.nagaland.gov.in/,0.00%,2.31,2310,,2150000
17/05/2020,Nagaland,952,Samples Sent,0,914,38,,1398,Facility,,385,66,34,,,https://t.me/Covid19india_Auxiliary_Test_Data/37,,https://covid19.nagaland.gov.in/,0.00%,2.40,2398,,2150000
18/05/2020,Nagaland,961,Samples Sent,0,914,47,,1344,Facility,,385,66,34,,,https://t.me/Covid19india_Auxiliary_Test_Data/50?single,,https://covid19.nagaland.gov.in/,0.00%,2.42,2421,,2150000
19/05/2020,Nagaland,978,Samples Sent,0,948,30,,923,Facility,,385,66,34,,,https://t.me/Covid19india_Auxiliary_Test_Data/61,,https://covid19.nagaland.gov.in/,0.00%,2.46,2463,,2150000
20/05/2020,Nagaland,985,Samples Sent,0,952,33,,1052,Facility,,385,66,34,,,https://t.me/Covid19india_Auxiliary_Test_Data/68,,https://covid19.nagaland.gov.in/,0.00%,2.48,2481,,2150000
21/05/2020,Nagaland,1001,Samples Sent,0,978,23,,,,,385,66,34,,,https://t.me/Covid19india_Auxiliary_Test_Data/95?single,,https://covid19.nagaland.gov.in/,,,,,
22/05/2020,Nagaland,1035,Samples Sent,0,1012,23,,2149,Facility,,385,66,34,,,https://t.me/Covid19india_Auxiliary_Test_Data/95?single,,https://covid19.nagaland.gov.in/,,,,,
03/04/2020,Odisha,1395,Tested,20,1108,267,,,,,,,,,,https://twitter.com/HFWOdisha/status/1246135145230303232,,,1.43%,3.51,3514,70,43671000
07/04/2020,Odisha,2441,Tested,42,,,,,,,,,,,,https://twitter.com/HFWOdisha/status/1247579939206909953,,,1.72%,6.15,6149,58,43671000
08/04/2020,Odisha,2441,Tested,42,2399,,,,,,,,,,,https://health.odisha.gov.in/,,,1.72%,6.15,6149,58,43671000
09/04/2020,Odisha,3249,Tested,48,3201,,,,,,,,,,,https://health.odisha.gov.in/,,,1.48%,8.18,8184,68,43671000
10/04/2020,Odisha,3547,Tested,50,3497,,,,,,,,,,,https://health.odisha.gov.in/,,,1.41%,8.93,8935,71,43671000
11/04/2020,Odisha,3551,Tested,51,3497,,,,,,,,,,,https://health.odisha.gov.in/,,,1.44%,8.94,8945,70,43671000
12/04/2020,Odisha,3862,Tested,54,3808,,,,,,,,,,,https://health.odisha.gov.in/,,,1.40%,9.73,9728,72,43671000
13/04/2020,Odisha,4170,Tested,54,4116,,,,,,,,,,,https://health.odisha.gov.in/,,,1.29%,10.50,10504,77,43671000
14/04/2020,Odisha,4734,Tested,56,4678,,,,,,,,,,,https://health.odisha.gov.in/,,,1.18%,11.92,11924,85,43671000
15/04/2020,Odisha,5537,Tested,60,5477,,,,,,,,,,,https://health.odisha.gov.in/,,,1.08%,13.95,13947,92,43671000
16/04/2020,Odisha,6734,Tested,60,6674,,,,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-16042020.pdf,,https://health.odisha.gov.in/,0.89%,16.96,16962,112,43671000
17/04/2020,Odisha,7577,Tested,60,7517,,,,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-17042020.pdf,,https://health.odisha.gov.in/,0.79%,19.09,19086,126,43671000
18/04/2020,Odisha,8619,Tested,60,8559,,,,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-17042020.pdf,,,0.70%,21.71,21710,144,43671000
19/04/2020,Odisha,9690,Tested,61,9629,,,,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-19042020.pdf,,https://health.odisha.gov.in/,0.63%,24.41,24408,159,43671000
20/04/2020,Odisha,10641,Tested,68,,,,,,,,,,,,https://health.odisha.gov.in/,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-20042020.pdf,0.64%,26.80,26804,156,43671000
21/04/2020,Odisha,11748,Tested,79,,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-21042020Eng.pdf,,,0.67%,29.59,29592,149,43671000
22/04/2020,Odisha,13775,Tested,83,,,,,,,,,,,,https://health.odisha.gov.in/,,,0.60%,34.70,34698,166,43671000
23/04/2020,Odisha,15984,Tested,89,,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-23042020Eng.pdf,,,0.56%,40.26,40262,180,43671000
24/04/2020,Odisha,18458,Tested,94,,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-24042020Eng.pdf,,,0.51%,46.49,46494,196,43671000
25/04/2020,Odisha,20599,Tested,94,,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-25042020Eng.pdf,,,0.46%,51.89,51887,219,43671000
26/04/2020,Odisha,22816,Tested,103,,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-26042020Eng.pdf,,https://twitter.com/HFWOdisha/status/1254251273689464832?s=09,0.45%,57.47,57471,222,43671000
27/04/2020,Odisha,25103,Tested,111,,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-27042020Eng.pdf,,,0.44%,63.23,63232,226,43671000
28/04/2020,Odisha,26687,Tested,118,,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-28042020Eng.pdf,,,0.44%,67.22,67222,226,43671000
29/04/2020,Odisha,29108,Tested,122,,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-29042020Eng.pdf,,,0.42%,73.32,73320,239,43671000
30/04/2020,Odisha,31696,Tested,142,,,,,,,,,,,,https://health.odisha.gov.in/covid19-dashboard.html,,,0.45%,79.84,79839,223,43671000
01/05/2020,Odisha,34133,Tested,149,,,,,,,,,,,,https://health.odisha.gov.in/covid19-dashboard.html,,,0.44%,85.98,85977,229,43671000
02/05/2020,Odisha,36593,Tested,157,,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-02052020Eng.pdf,,,0.43%,92.17,92174,233,43671000
03/05/2020,Odisha,38658,Tested,162,,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-03052020Eng.pdf,,,0.42%,97.38,97375,239,43671000
04/05/2020,Odisha,41128,Tested,169,,,,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-04052020Eng.pdf,,,0.41%,103.60,103597,243,43671000
05/05/2020,Odisha,44663,Tested,170,,,,,,,,,,,,https://health.odisha.gov.in/covid19-dashboard.html,,,0.38%,112.50,112501,263,43671000
